Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
15,"C Med Bechir, M Jouirou",Investment efficiency and corporate governance: Evidence from Asian listed firms,2024,Journal of Sustainable Finance & …,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/20430795.2021.1974241,https://scholar.google.com/scholar?cites=2338176995773665617&as_sdt=2005&sciodt=2007&hl=en,116,12/12/24 10:04,,10.1080/20430795.2021.1974241,,,,,,,15,15,8,2,1,"… admits that even if a CEO is well informed of … activism at the firm level. The results show a negative correlation between efficiency scores and the activism index, suggesting that activist …",,https://scholar.google.com/scholar?q=related:UVEU55bfciAJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,S Saariniemi,'A thorny issue'and 'A force for good': employee activism discourses in HR articles,2024,,jyx.jyu.fi,https://jyx.jyu.fi/handle/123456789/94019,,117,12/12/24 10:04,,,,,,,,,0,0,0,1,1,"… % of CEOs expect that more employees will engage in employee activism and that CEOs also … In addition, by taking the activism online, activist employees have the potential to engage …",https://jyx.jyu.fi/bitstream/handle/123456789/94019/1/URN%3ANBN%3Afi%3Ajyu-202403222565.pdf,https://scholar.google.com/scholar?q=related:DYcbsIY-T0kJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,"M Jansson, O Calderón-Sandoval",Entanglements of feminist activism and gender equality policy in the Spanish and Swedish film industries: between convergence and critique,2024,Journal of Gender Studies,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/09589236.2024.2324280,,118,12/12/24 10:04,,10.1080/09589236.2024.2324280,,,,,,,0,0,0,2,1,"… This article compares entanglements between activist demands and policy in the Spanish … tenure as CEO. In this situation, the political message makes it very difficult for a new CEO to …",https://www.tandfonline.com/doi/pdf/10.1080/09589236.2024.2324280,https://scholar.google.com/scholar?q=related:Zq901h3bzmgJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
18,"C Osei Bonsu, C Liu, A Yawson",The impact of CEO attributes on corporate decision-making and outcomes: a review and an agenda for future research,2024,International Journal of Managerial …,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/IJMF-02-2023-0092/full/html,https://scholar.google.com/scholar?cites=16653154372878085179&as_sdt=2005&sciodt=2007&hl=en,119,12/12/24 10:04,,10.1108/IJMF-02-2023-0092,,,,,,,18,18,6,3,1,"… The role of chief executive officer (CEO) personal … In this review, the authors synthesize extant research on CEO attributes … Research highlights that hedge fund activists are more likely …",,https://scholar.google.com/scholar?q=related:OywkgavjG-cJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,P Sanz,The Rise of Digital Activism and its Strategic Implications,2024,,deepblue.lib.umich.edu,https://deepblue.lib.umich.edu/handle/2027.42/194672,,120,12/12/24 10:04,,,,,,,,,0,0,0,1,1,"… of activist pressures: the ideological polarization of targeted corporations. I propose that activist … For example, a controversial statement from a CEO is likely to trigger thousands of angry …",https://deepblue.lib.umich.edu/bitstream/handle/2027.42/194672/psanz_1.pdf?sequence=1,https://scholar.google.com/scholar?q=related:RL_uynCq-vkJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,K Rummery,"Feminism, Disability Rights, Activism and Academia in Scotland: A Personal Reflection on 'Velvet Triangles' in Practice",2024,Scottish Affairs,euppublishing.com,https://www.euppublishing.com/doi/abs/10.3366/scot.2024.0490,,121,12/12/24 10:04,,10.3366/scot.2024.0490,,,,,,,0,0,0,1,1,"… over into activism as the CEO of Scottish Women’s Aid, and fellow activists tearfully acknowledging… It was an emotional and positive moment for many feminist academics and activists …",,https://scholar.google.com/scholar?q=related:bSBt0isOAZYJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
5,"QH Vuong, MH Nguyen, MPT Duong, VP La","Radical climate activism: motivations, consequences and approaches",2024,,philpapers.org,https://philpapers.org/rec/VUORCA,https://scholar.google.com/scholar?cites=217190886135816280&as_sdt=2005&sciodt=2007&hl=en,122,12/12/24 10:04,,,,,,,,,5,5,1,4,1,"… activism methods. In this paper, we discuss the motivations behind these radical activists’ … Then, we advocate for a solidarity approach through which climate activists can facilitate the …",https://philpapers.org/archive/VUORCA.pdf,https://scholar.google.com/scholar?q=related:WOCT0PWdAwMJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
2,"M Maher, R Hazenberg, C Paterson‐Young",'We need the activists to be more entrepreneurial': Global versus local modes of thought on the development of social enterprise support systems in transitioning …,2024,Global Networks,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/glob.12470,https://scholar.google.com/scholar?cites=11745877073939613976&as_sdt=2005&sciodt=2007&hl=en,123,12/12/24 10:04,,10.1111/glob.12470,,,,,,,2,2,1,3,1,‘We need the activists to be more entrepreneurial’: Global versus local modes of thought on the development of social enterp Page 1 Received: 17 May 2023 Accepted: 14 December …,https://pure.northampton.ac.uk/files/71168563/Maher_etal_2023_We_need_the_activists_to_be_more_entrepreneurial_Global_versus_local_tensions_in_the_development_of_social_enterprise_support_systems_in_transitioning_economies.pdf,https://scholar.google.com/scholar?q=related:GEmTZ_e8AaMJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,"KENO DORIS, O UYIOGHOSA",THE NEXUS OF SHAREHOLDERS ACTIVISM AND ENVIRONMENTAL SOCIAL GOVERNANCE: DRIVING RESPONSIBLE CORPORATE BEHAVIOR.,2024,Journal of Academic Research in …,jare-sh.com,http://www.jare-sh.com/downloads/mar_2024/doris.pdf,,124,12/12/24 10:04,PDF,,,,,,,,0,0,0,2,1,"… of shareholder activism, as these proposals are openly accessible on the internet. Activists who … while shareholder activism could lead to value reduction due to increased CEO turnover, …",http://www.jare-sh.com/downloads/mar_2024/doris.pdf,https://scholar.google.com/scholar?q=related:lmrxef4WjIcJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,"J Bu, W Shi, C Yin",Type Diversity of Institutional Investors and Opportunistic Acquisitions,2024,Journal of Management,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01492063241244716,,125,12/12/24 10:04,,10.1177/01492063241244716,,,,,,,0,0,0,3,1,"… by activist investors to the total shares outstanding in a year, and we obtain activist investors’ … We divide all the shares held by the CEO by the total shares outstanding to measure CEO …",,https://scholar.google.com/scholar?q=related:SaPUeCSgMmwJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,P Jacob,Asymmetries in Political Retaliation: How Liberals (vs. Conservatives) Punish Activist Firms,2024,,keep.lib.asu.edu,https://keep.lib.asu.edu/items/193669,,126,12/12/24 10:04,,,,,,,,,0,0,0,1,1,"… CEOs, including conservative CEOs, sometimes publicly support liberal causes (Wowak & Busenbark, 2024). Recent examples of CEO activism favoring liberal causes include CEOs …",,https://scholar.google.com/scholar?q=related:mflayWtNsngJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,MC Machado,Book review: Screening Social Justice: Brave New Films and Documentary Activism by Sherry B. Ortner,2024,,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/02673231241253929,,127,12/12/24 10:04,,10.1177/02673231241253929,,,,,,,0,0,0,1,1,"… Nonetheless, Screening Justice tells us a lot about the work of this activist film production … , the CEO, founder of the company, and director of many of its films, puts it, they make activism …",,https://scholar.google.com/scholar?q=related:mywVYqZzCfMJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,"W Zhao, Z Zhang",How CEO transformational leadership promotes firm innovation: mediating role of collective task self-efficacy,2024,Journal of Organizational Change Management,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/JOCM-12-2023-0537/full/html,,128,12/12/24 10:04,,10.1108/JOCM-12-2023-0537,,,,,,,0,0,0,2,1,"… CEOs can perform increased TFL to promote firm innovation. It is recommended that CEOs … Meanwhile, the HRM system should consistently align with the CEO’s leadership approach …",,https://scholar.google.com/scholar?q=related:UBg6wYm65eoJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
5,"Y Thams, M Rickley",Are foreign‐born CEOs held to a higher performance standard? The role of national origin in CEO dismissals,2024,Global Strategy Journal,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/gsj.1491,https://scholar.google.com/scholar?cites=17422949361008143633&as_sdt=2005&sciodt=2007&hl=en,129,12/12/24 10:04,,10.1002/gsj.1491,,,,,,,5,5,3,2,1,"… liability in the CEO role, we examine the moderating effect of CEO national origin on the … CEO dismissal is defined as “a situation in which the CEO's departure is ad-hoc (eg, not part …",https://onlinelibrary.wiley.com/doi/pdf/10.1002/gsj.1491,https://scholar.google.com/scholar?q=related:EW2CEiLAyvEJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
9,"R Mui, AD Hill",Delving into feminine stereotypes: Female CEOs and the corporate social (ir) responsibility–firm performance relationship,2024,Journal of Management,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01492063231186342,https://scholar.google.com/scholar?cites=2167650912218883842&as_sdt=2005&sciodt=2007&hl=en,130,12/12/24 10:04,,10.1177/01492063231186342,,,,,,,9,9,5,2,1,"… We thus measure CEO duality by coding whether a CEO also serves as a board chair (“1” … CEO pay affects their decisions like CSR and other firm outcomes. As such, we control for CEO …",,https://scholar.google.com/scholar?q=related:AqfbGwULFR4J:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
1,S DURAIVEL,The Arrest of Telegram CEO Pavel Durov: A Crossroad between Free Speech and Content Moderation through the Lens of the Harm Principle,2024,,preprints.org,https://www.preprints.org/manuscript/202408.2053,https://scholar.google.com/scholar?cites=18264305631902991374&as_sdt=2005&sciodt=2007&hl=en,131,12/12/24 10:04,,,,,,,,,1,1,1,1,1,"The arrest of Pavel Durov, the CEO of Telegram, represents a critical moment in the ongoing discourse surrounding free speech and content moderation. This event exemplifies the …",https://www.preprints.org/manuscript/202408.2053/download/final_file,https://scholar.google.com/scholar?q=related:DoS-KjTZd_0J:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,"HN Duong, A Sheikhbahaei, A Singh, ...",Don't Throw Me Under the Bus! Hedge Fund Activism and Corporate Workplace Safety Noncompliance,2024,Hedge Fund Activism …,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5007765,,132,12/12/24 10:04,,,,,,,,,0,0,0,4,1,"… We investigate the effect of hedge fund activism (HFA) on workplace safety misconduct in … activist hedge funds and target firms, ie, where targets resist activism initiatives, activists do not …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5007765,https://scholar.google.com/scholar?q=related:a2IibjQKttQJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,"A Majoni, L Rosenthal",Rethinking incentives: A natural experiment on the impact of eliminating share option compensation for non-executive directors (NEDs) on CEO monitoring,2024,Southern African Journal of Accountability …,journals.co.za,https://journals.co.za/doi/abs/10.54483/sajaar.2024.26.1.4,,133,12/12/24 10:04,,10.54483/sajaar.2024.26.1.4,,,,,,,0,0,0,2,1,Purpose This study examined the impact of discontinuing share option compensation for non-executive directors (NEDs) on chief executive officer (CEO) monitoring. Design/…,,https://scholar.google.com/scholar?q=related:cKj_v7YEedwJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
3,K Park,CSR fit with CEO image: Unpacking its influence on stakeholder engagement and authenticity perception,2024,Journal of Marketing Communications,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/13527266.2024.2306906,https://scholar.google.com/scholar?cites=13125602785742516167&as_sdt=2005&sciodt=2007&hl=en,134,12/12/24 10:04,,10.1080/13527266.2024.2306906,,,,,,,3,3,3,1,1,"… The role of the Chief Executive Officer (CEO) has surpassed the conventional boundaries of corporate operations. Today, CEOs are seen as influential public relations figures who are …",https://www.tandfonline.com/doi/pdf/10.1080/13527266.2024.2306906,https://scholar.google.com/scholar?q=related:x28P8zCCJ7YJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,CO Pope,A Quantitative Study to Determine If There Is a Correlation Between Gender and CEO Dismissal Reasons,2024,,search.proquest.com,https://search.proquest.com/openview/f6ffa0fcf2acec1e77ce1a6bc0cfcec2/1?pq-origsite=gscholar&cbl=18750&diss=y,,135,12/12/24 10:04,,,,,,,,,0,0,0,1,1,… CEOs experience different treatment from their male counterparts. Further research into the granular reasons for CEO … CEOs received more scrutiny from activist investors than male …,,https://scholar.google.com/scholar?q=related:9pljOE5MGOsJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,K Bourdon,Who Speaks for a Movement? The Construction and Reception of Activists' Claims to Standing,2024,,escholarship.org,https://escholarship.org/uc/item/386222r1,,136,12/12/24 10:04,,,,,,,,,0,0,0,1,1,"… Second, broadcast news coverage does not present the claims of opposing activists at similar rates, potentially undermining the claims making of women activists and activists of color …",https://escholarship.org/content/qt386222r1/qt386222r1_noSplash_485922152f7b5da04e470599d4d3856b.pdf,https://scholar.google.com/scholar?q=related:HcHJTvM0n7QJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
14,"ID Apriliyanti, M Dieleman, ...",Multiple‐principal demands and CEO compliance in emerging market state‐owned enterprises,2024,Journal of Management …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/joms.12977,https://scholar.google.com/scholar?cites=6241538471425128145&as_sdt=2005&sciodt=2007&hl=en,137,12/12/24 10:04,,10.1111/joms.12977,,,,,,,14,14,5,3,1,"… Our findings also reveal strategies used by principals to increase CEOs’ compliance as well as strategies used by CEOs to decide whether to comply with, negotiate, or refuse principals…",https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.12977,https://scholar.google.com/scholar?q=related:0bY6sStmnlYJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
2,"C Lou, EYS Goh, D Chang, HL Tan, ...","What Is Brand Activism? Explicating Consumers' Perceptions of Its Characteristics, Authenticity, and Effectiveness",2024,Journal of Interactive …,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/15252019.2024.2346889,https://scholar.google.com/scholar?cites=10746556565981248496&as_sdt=2005&sciodt=2007&hl=en,138,12/12/24 10:04,,10.1080/15252019.2024.2346889,,,,,,,2,2,0,5,1,"… -activism activities can be either ad hoc or deliberately planned (Mukherjee and Althuizen Citation2020). For instance, Chick-fil-A’s CEO’… how consumers respond to activist brands’ acts. …",https://www.researchgate.net/profile/Chen-Lou/publication/380975075_What_Is_Brand_Activism_Explicating_Consumers%27_Perceptions_of_Its_Characteristics_Authenticity_and_Effectiveness/links/6657f97d22a7f16b4f5617ee/What-Is-Brand-Activism-Explicating-Consumers-Perceptions-of-Its-Characteristics-Authenticity-and-Effectiveness.pdf,https://scholar.google.com/scholar?q=related:8Dv0UUJwI5UJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,"K Turner, F Adigüzel, JS Sidhu","Chief executive officer narcissism, corporate inertia, and securities analysts' stock recommendations",2024,Strategic Organization,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/14761270231218096,,139,12/12/24 10:04,,10.1177/14761270231218096,,,,,,,0,0,0,3,1,… the effect of chief executive officer narcissism on security … argue that greater chief executive officer narcissism will predict … will positively moderate the chief executive officer narcissism–…,https://irep.ntu.ac.uk/id/eprint/50709/1/1853474_Adiguzel.pdf,https://scholar.google.com/scholar?q=related:gXsMTWRccNAJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
5,"M Dao, H Xu",Shareholder activism and accounting reporting complexity,2024,Journal of Accounting Literature,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/JAL-11-2022-0122/full/html,https://scholar.google.com/scholar?cites=7704272873882044853&as_sdt=2005&sciodt=2007&hl=en,140,12/12/24 10:04,,10.1108/JAL-11-2022-0122,,,,,,,5,5,3,2,1,"… Based on the agency theory, the disciplinary/monitoring effects of shareholder activism and the disclosure demand of shareholder activists, we predict that shareholder …",,https://scholar.google.com/scholar?q=related:tclqHFwT62oJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,A Huynh,Climate activists heckle DeSantis at a campaign event.,2024,The New York Times (Digital Edition),go.gale.com,https://go.gale.com/ps/i.do?id=GALE%7CA779274464&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=15538095&p=AONE&sw=w,,141,12/12/24 10:04,,,,,,,,,0,0,0,1,1,"… A third later shouted, “Are your heels padded by fossil fuel CEOs?” All three of the hecklers were affiliated with the Sunrise Movement, a coalition of young climate activists that has …",,https://scholar.google.com/scholar?q=related:74R3GOFmFbYJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,"M Wiersema, H Koo",Corporate governance and strategy in turbulent times,2024,Strategy in a Turbulent Era,elgaronline.com,https://www.elgaronline.com/edcollchap/book/9781802201482/book-part-9781802201482-12.xml,,142,12/12/24 10:04,,,,,,,,,0,0,0,2,1,"… , to issue an annual letter to CEOs where he communicates “… activism provides management scholars with opportunities to examine the strategic and governance ramifications of activist …",https://www.researchgate.net/profile/Nuno-Oliveira-16/publication/378419389_Disruptions_in_Interorganizational_Relationships_A_Taxonomy_and_a_Research_Agenda/links/65e1a512adc608480af23c4a/Disruptions-in-Interorganizational-Relationships-A-Taxonomy-and-a-Research-Agenda.pdf#page=105,https://scholar.google.com/scholar?q=related:sh9AMyQVR_kJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
1,"L Zhao, A Yim, AP Cui",Where does brand activism authenticity stand in a divisive marketplace? New challenges and future research directions,2024,Journal of Marketing Theory and Practice,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/10696679.2024.2336507,https://scholar.google.com/scholar?cites=3887742892789414077&as_sdt=2005&sciodt=2007&hl=en,143,12/12/24 10:04,,10.1080/10696679.2024.2336507,,,,,,,1,1,0,3,1,"… activism conveyed by employees perceived as more authentic compared to that conveyed by CEOs… Critically, this aforementioned situation presents a unique dilemma for social activist …",,https://scholar.google.com/scholar?q=related:vTjDFpAJ9DUJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,L Boxman-Shabtai,"“Crew, don't go anywhere near this man!” the co-construction of celebrity and responsible capitalism in broadcast interviews with a chief executive officer",2024,Journalism,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/14648849241246932,,144,12/12/24 10:04,,10.1177/14648849241246932,,,,,,,0,0,0,1,1,"… This paper contributes to studies of broadcast talk, in which interviews with CEOs are a relatively understudied genre. Its comparative approach to Conversation Analysis helps parse …",https://journals.sagepub.com/doi/full/10.1177/14648849241246932,https://scholar.google.com/scholar?q=related:xHo9Yi_ZBWQJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
9,"L Nasta, BS Magnanelli, M Ciaburri","From profits to purpose: ESG practices, CEO compensation and institutional ownership",2024,Management Decision,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/MD-06-2023-0932/full/html,https://scholar.google.com/scholar?cites=8123590921639620072&as_sdt=2005&sciodt=2007&hl=en,145,12/12/24 10:04,HTML,10.1108/MD-06-2023-0932,,,,,,,9,9,3,3,1,"… The analysis identified that environmental scores significantly impact CEO equity-linked … CEO equity-linked compensation, as well as the association between the social score and CEO …",https://www.emerald.com/insight/content/doi/10.1108/MD-06-2023-0932/full/html,https://scholar.google.com/scholar?q=related:6O3qEOfKvHAJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
19,"M La Rocca, F Fasano, T La Rocca, N Neha",Women in CEO duality and firm performance in Europe,2024,Journal of Management and …,Springer,https://link.springer.com/article/10.1007/s10997-023-09669-6,https://scholar.google.com/scholar?cites=15310249278500164950&as_sdt=2005&sciodt=2007&hl=en,146,12/12/24 10:04,HTML,10.1007/s10997-023-09669-6,,,,,,,19,19,5,4,1,… This paper investigates gender dimensions in the relationship between CEO … that CEO duality has a positive effect on corporate performance when a woman holds both the roles of CEO …,https://link.springer.com/article/10.1007/s10997-023-09669-6,https://scholar.google.com/scholar?q=related:VtWuA5rueNQJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
5,"R Leonel, K Rehbein, ...",Firms' response to slacktivism: When and why are E‐petitions effective?,2024,Journal of …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/joms.13010,https://scholar.google.com/scholar?cites=8096393613621407278&as_sdt=2005&sciodt=2007&hl=en,147,12/12/24 10:04,,10.1111/joms.13010,,,,,,,5,5,2,3,1,… digital activism offer new pathways for social activists to … One was filed against CEO Jeff Bezos by a self-proclaimed ‘… a CVS pharmacy technician against CEO Larry Merlo of CVS …,https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.13010,https://scholar.google.com/scholar?q=related:Li6lVRgrXHAJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,S Garziz,Activists' stories facilitating migrant rescue operations in the Mediterranean sea,2024,,ruor.uottawa.ca,https://ruor.uottawa.ca/items/d1b3795c-6cdd-4c68-ae0c-a53989c36fae,,148,12/12/24 10:04,,,,,,,,,0,0,0,1,1,… of activists who challenge dehumanizing discourses about migration. Grounded in over a decade of migrant justice activism… emotionally with the stories of activists from the Alarm Phone. …,https://ruor.uottawa.ca/bitstreams/6c089a57-8242-415d-9c20-bb4ce80332dd/download,https://scholar.google.com/scholar?q=related:yJGWLT6UK-8J:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,"M Garbuio, C Leeson",Beyond Skill Matrices: Enhancing Board Effectiveness Through Director Purpose Declarations,2024,California Management Review Insights,cmr.berkeley.edu,https://cmr.berkeley.edu/2024/05/beyond-skill-matrices-enhancing-board-effectiveness-through-director-purpose-declarations/,,149,12/12/24 10:04,HTML,,,,,,,,0,0,0,2,1,"… CEO Bob Iger, the share price movements around the vote day appear to support the activist … a charismatic CEO then it may not have the bandwidth to focus on the complexity of Disney. …",https://cmr.berkeley.edu/2024/05/beyond-skill-matrices-enhancing-board-effectiveness-through-director-purpose-declarations/,https://scholar.google.com/scholar?q=related:z72mBNClf50J:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
4,"IE Brick, Y Chen, JK Kang, JM Kim",Does hedge fund managers' industry experience matter for hedge fund activism?,2024,Financial Management,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/fima.12446,https://scholar.google.com/scholar?cites=12583100095586017208&as_sdt=2005&sciodt=2007&hl=en,150,12/12/24 10:04,,10.1111/fima.12446,,,,,,,4,4,1,4,1,… hedge fund activists who are experts in the specific target businesses tend to focus on issues that are unique to industries or targets and that value creation by these activists is largely …,https://onlinelibrary.wiley.com/doi/pdf/10.1111/fima.12446,https://scholar.google.com/scholar?q=related:uJ-Wat4moK4J:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,C Cameron,"Conversations about activism and change: independent living movement Ireland and thirty years of disability rights: Edited by Fitzgerald, S., 2022, Dublin: ILMI …",2024,,Taylor &Francis,https://www.tandfonline.com/doi/full/10.1080/09687599.2024.2301849,,151,12/12/24 10:04,HTML,10.1080/09687599.2024.2301849,,,,,,,0,0,0,1,1,"… of the social model in action, informing and connecting the lives of the activists who tell their stories. As Damien Walshe, the Chief Executive Officer of ILMI, says in the introduction (9): …",https://www.tandfonline.com/doi/full/10.1080/09687599.2024.2301849,https://scholar.google.com/scholar?q=related:qTZ_0YYB6rkJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
3,Y Zhao,Retail shareholder activism and investment efficiency,2024,International Review of Financial Analysis,Elsevier,https://www.sciencedirect.com/science/article/pii/S1057521924000802,https://scholar.google.com/scholar?cites=8134282696426768711&as_sdt=2005&sciodt=2007&hl=en,152,12/12/24 10:04,,,,,,,,,3,3,3,1,1,"… duality (DUA), a dummy variable assigned a value of 1 if the CEO is also the chairman of the … activist and the response of the firm will affect the effectiveness of retail shareholder activism…",,https://scholar.google.com/scholar?q=related:R8kf3wPH4nAJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,S Nijnens,What's In It For Me? Owner-CEO-Driven CSR: How Formative Experiences Shape Corporate Social Responsibility,2024,,researchdiscovery.drexel.edu,https://researchdiscovery.drexel.edu/view/pdfCoverPage?instCode=01DRXU_INST&filePid=13542381280004721&download=true,,153,12/12/24 10:04,PDF,,,,,,,,0,0,0,1,1,… experiences of owner-CEOs shape the corporate social … actor in an SME: its owner-CEO. It also introduces a new classification of … Most owner-CEOs approached CSR with the practical …,https://researchdiscovery.drexel.edu/view/pdfCoverPage?instCode=01DRXU_INST&filePid=13542381280004721&download=true,https://scholar.google.com/scholar?q=related:72su74ko_q8J:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
0,K Meier,Essays on the real effects of financial markets and the impact of role models on decision making,2024,,madoc.bib.uni-mannheim.de,https://madoc.bib.uni-mannheim.de/67155,,155,12/12/24 10:04,,,,,,,,,0,0,0,1,1,"… CEO turnover, by showing that failure-tolerant investors indeed reduce the likelihood of CEO … Therefore, both activism and exiting have the potential to oust the CEO or at least hurt their …",https://madoc.bib.uni-mannheim.de/67155/1/Dissertation-11.pdf,https://scholar.google.com/scholar?q=related:FNG2mduj_fQJ:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
2,"A Ashraf, B Qi, Z Meile, M Marie","CEO career horizons, foreign experience, and state ownership impact on the adoption of the Global Reporting Initiative standards for corporate social responsibility …",2024,"Business Ethics, the …",Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/beer.12673,https://scholar.google.com/scholar?cites=4597502927417017411&as_sdt=2005&sciodt=2007&hl=en,156,12/12/24 10:04,,10.1111/beer.12673,,,,,,,2,2,1,4,1,… led by CEOs with shorter career horizons (older CEOs) are less … CEO career horizon and GRI adoption when the CEO … These results remain robust across various measures of CEO …,,https://scholar.google.com/scholar?q=related:Q4SCyo2czT8J:scholar.google.com/&scioq=ceo+activist+or+ceo+activism&hl=en&as_sdt=2007&as_ylo=2024
